gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Enox1	1.9742006072494855e-59	-7.146843940554912	0.925	0.178	3.9484012144989712e-56
Cnn3	2.7309257633143456e-59	-8.788302588934904	0.925	0.135	5.461851526628691e-56
Adcy1	5.497986545947868e-59	-2.7546063346444036	0.932	0.213	1.0995973091895734e-55
Oplah	9.133142450024437e-59	-13.513589770122861	0.94	0.196	1.8266284900048873e-55
Atcay	4.904131231674184e-58	-8.730480056159216	0.797	0.106	9.808262463348369e-55
Tubg2	5.730077680930768e-58	-12.678726278596255	0.932	0.218	1.1460155361861536e-54
Lmna	1.6023699643378932e-57	-7.200725343368219	0.789	0.108	3.2047399286757863e-54
Ggt7	1.808639172743978e-57	-12.97917038390745	0.902	0.1	3.6172783454879555e-54
Ncald	2.1191348616924162e-57	6.61701311274431	0.895	0.13	4.2382697233848324e-54
Plcd1	2.2977224530625025e-57	-12.877528710424814	0.744	0.084	4.595444906125005e-54
Lgals7	4.255862063288509e-57	-10.877853202512703	0.917	0.155	8.511724126577019e-54
Serpina3n	6.849578994874951e-57	-12.760629330312243	0.782	0.045	1.3699157989749902e-53
Gng2	8.258348621484726e-57	7.715571365612091	0.902	0.161	1.6516697242969452e-53
Ccnd1	1.0089541746588329e-56	4.826792723556732	0.917	0.194	2.0179083493176657e-53
Fst	1.5695817491391756e-56	2.5261138449827367	0.91	0.149	3.139163498278351e-53
Efna2	2.479373278174381e-56	-13.583547476228915	0.88	0.142	4.958746556348762e-53
Dbndd1	7.859539449802303e-56	-14.485780918624855	0.925	0.171	1.5719078899604606e-52
Dstn	2.858380953053815e-55	3.824388302922996	0.97	0.2	5.71676190610763e-52
Bhlhe41	3.256101704805029e-55	-12.88228151266818	0.759	0.095	6.512203409610058e-52
Ddah2	4.765773501167211e-55	2.469640173734314	0.947	0.17	9.531547002334423e-52
Trf	2.720060994230924e-54	-12.049575558242388	0.744	0.098	5.440121988461847e-51
Parvb	3.3721092607611356e-54	-13.361348081431613	0.737	0.111	6.744218521522272e-51
Maged2	6.001324100733033e-54	-1.2987932510343256	0.865	0.146	1.2002648201466067e-50
Trim3	1.8827511398994337e-53	-9.181891762162657	0.895	0.128	3.7655022797988673e-50
Trim36	4.764766909682285e-53	-13.237201227776067	0.85	0.13	9.52953381936457e-50
Pak6	5.307672909312619e-53	-12.826101390529116	0.902	0.134	1.0615345818625238e-49
Cul9	6.200074610598375e-53	-12.876003952290365	0.045	0.173	1.2400149221196748e-49
Nudt11	8.046295319845717e-53	-1.9716363203480345	0.865	0.164	1.6092590639691434e-49
Gpm6b	1.7990088669238515e-52	-13.32473313225526	0.707	0.073	3.598017733847703e-49
Slc25a27	5.055684246475397e-52	-6.698348910698789	0.91	0.222	1.0111368492950795e-48
Tmem176b	5.899198221028654e-52	0.9099511246865859	0.647	0.105	1.1798396442057308e-48
Lgmn	7.568290034416656e-52	-15.324480724689781	0.669	0.093	1.5136580068833312e-48
Cd200	1.0278563361837891e-51	-2.9029493538793556	0.895	0.164	2.055712672367578e-48
Xkr6	1.0783029114301895e-51	-13.160093981506343	0.962	0.208	2.156605822860379e-48
Sgip1	4.4169935612514434e-51	1.9585540868469824	0.887	0.187	8.833987122502887e-48
Gatm	9.34650924756514e-51	-14.67498830146066	0.654	0.083	1.869301849513028e-47
Tuba1a	1.1955365274548667e-50	7.364885783400682	0.955	0.278	2.3910730549097335e-47
Frs3	2.455713816786419e-50	-11.592502433629411	0.88	0.111	4.911427633572838e-47
Mmp2	2.9367394420652784e-50	-13.327646998315993	0.549	0.082	5.873478884130556e-47
Itga3	3.0181716874996393e-50	-13.413959698073072	0.805	0.159	6.036343374999278e-47
Sema4f	1.1822467366491494e-49	-12.121517377491001	0.827	0.155	2.364493473298299e-46
Ifitm2	1.4438951316635156e-49	0.7742870208848096	0.744	0.131	2.8877902633270314e-46
Gnal	8.919752976665253e-49	2.9016648783706387	0.895	0.188	1.7839505953330508e-45
Atp1a3	1.0677037176682244e-48	-10.244494082873397	0.88	0.206	2.1354074353364486e-45
Tagln2	1.3205849153989062e-48	5.291933673253238	0.887	0.268	2.6411698307978124e-45
Rhob	3.7016019977883775e-48	-9.6542182823427	0.699	0.118	7.403203995576756e-45
Dlk1	5.428874387347001e-48	-3.485384205532746	0.669	0.113	1.0857748774694002e-44
Dtx4	8.829733628477708e-48	-9.937007514081106	0.857	0.096	1.7659467256955416e-44
Hecw2	1.1836341606555317e-47	-13.210563950403692	0.639	0.074	2.3672683213110634e-44
Fabp5	2.455735289116567e-47	4.009851279032446	0.895	0.313	4.911470578233134e-44
Tceal1	3.4630238973093463e-47	-5.312453208524529	0.835	0.193	6.926047794618692e-44
Enpp2	6.675090987856824e-47	-13.679579181501449	0.624	0.089	1.3350181975713648e-43
Fxyd2	8.485190084382546e-47	-11.39432200635478	0.805	0.122	1.6970380168765093e-43
Grik5	1.0328608068066757e-46	-4.95589356947519	0.895	0.172	2.0657216136133514e-43
Mturn	2.2878044324964554e-46	-5.865739767785504	0.812	0.141	4.575608864992911e-43
Nr6a1	6.02137338642781e-46	-13.071477553015338	0.09	0.166	1.2042746772855621e-42
Itga1	9.606737544464937e-46	-12.95604795524322	0.504	0.043	1.9213475088929872e-42
Gmpr	3.1352313246814446e-45	-11.75822882050804	0.684	0.109	6.27046264936289e-42
Zdbf2	6.261952407580902e-45	-11.689071062708358	0.842	0.142	1.2523904815161803e-41
Tshz2	2.682026000104833e-44	-15.749308830048136	0.391	0.063	5.364052000209665e-41
Ppfia4	8.748350298273517e-44	-13.532471237398935	0.744	0.144	1.7496700596547035e-40
Mtus2	2.933010768902329e-43	-4.740043383467091	0.729	0.187	5.866021537804658e-40
Ctsf	4.484486090444024e-43	-11.56598121086665	0.436	0.075	8.968972180888048e-40
Gyg	2.5535377230921057e-42	-2.008754241121192	0.842	0.214	5.1070754461842116e-39
Pnck	3.093204157701687e-42	-12.733340396840264	0.729	0.199	6.186408315403374e-39
Zfp711	4.295273358566532e-42	-5.892907937673542	0.887	0.181	8.590546717133065e-39
Rragd	5.5078281084667774e-42	-7.3008435849221165	0.128	0.195	1.1015656216933555e-38
Tubb2b	2.43251920663094e-41	8.570010059243861	0.947	0.295	4.86503841326188e-38
Cdo1	4.970437260232928e-41	-5.583589890665301	0.767	0.141	9.940874520465857e-38
Pou2f2	1.583533173937065e-40	-10.108445784314593	0.541	0.132	3.16706634787413e-37
Stmn1	2.1299437082504494e-40	5.263648514309825	0.94	0.347	4.259887416500899e-37
Clec12a	6.3067681094743886e-40	-10.289871648063055	0.09	0.165	1.2613536218948777e-36
Hspb1	2.1544301914695307e-39	-14.186535052378508	0.406	0.074	4.308860382939061e-36
6430548M08Rik	4.1353744387720935e-39	-3.9114227610982084	0.812	0.185	8.270748877544187e-36
Hrh3	6.038385546896415e-39	-14.268303242491411	0.895	0.26	1.207677109379283e-35
Wnk2	1.5766478695594897e-38	-3.3862391239922793	0.82	0.167	3.1532957391189796e-35
Bcam	2.8077310488225495e-38	-13.884099262508977	0.421	0.103	5.615462097645099e-35
Rap1gap	7.301130076048399e-38	-13.21902236193779	0.722	0.097	1.46022601520968e-34
Lifr	7.425774274617074e-38	-7.169266774474185	0.729	0.084	1.4851548549234148e-34
Plcd4	2.505196182491417e-37	-3.780629564464988	0.714	0.122	5.0103923649828345e-34
Dnase1l3	4.3927758343518255e-37	-14.03610528559345	0.602	0.101	8.785551668703651e-34
Gspt2	6.506598469064331e-37	-2.57078617858396	0.707	0.17	1.301319693812866e-33
Magi1	1.4285473172508609e-36	-13.745531610747037	0.759	0.228	2.8570946345017218e-33
Fam131a	1.821690287557219e-36	-14.005758897343831	0.692	0.225	3.6433805751144374e-33
Akap5	1.960663364745243e-36	-5.417581861466112	0.143	0.185	3.921326729490486e-33
Tcp11l2	5.960735669131499e-36	-5.8927718220320235	0.053	0.202	1.1921471338262998e-32
Fgd4	7.730462054191241e-36	-7.294049844415973	0.602	0.135	1.5460924108382482e-32
Tubb5	7.814912270426517e-36	8.736726684111657	0.887	0.392	1.5629824540853033e-32
Rhbdl3	9.170347665377289e-36	-6.844116282908619	0.06	0.12	1.834069533075458e-32
Basp1	1.6663197874365776e-35	7.28183076346826	0.805	0.24	3.3326395748731554e-32
Gm10767	6.288648057388913e-35	-13.209115251570742	0.023	0.158	1.2577296114777827e-31
Podxl2	7.05117042971628e-35	-2.7388856809710607	0.617	0.174	1.410234085943256e-31
Slc22a17	7.8584630195722e-35	-3.686074955335421	0.812	0.149	1.57169260391444e-31
Tubb2a	1.0046770076859738e-34	10.96285539070642	0.94	0.346	2.0093540153719476e-31
Tmem8b	1.2218645968325523e-34	-5.874801173571658	0.692	0.148	2.4437291936651045e-31
Ankrd6	1.4613949896850437e-34	-4.5740873346013196	0.624	0.2	2.9227899793700875e-31
Pip5k1b	1.5778587910258218e-34	-2.662529087363631	0.09	0.194	3.1557175820516435e-31
Wnk3	1.5806244682299936e-34	-13.262126334923254	0.789	0.202	3.161248936459987e-31
Ppfibp2	1.8703308585783296e-34	-14.436716429598079	0.459	0.154	3.740661717156659e-31
Maneal	3.2270527454909657e-34	-3.5194269392344673	0.805	0.165	6.454105490981931e-31
Esam	4.4968516368445915e-34	-14.370345539686365	0.466	0.094	8.993703273689183e-31
BC049352	7.378133857382809e-34	-13.615651398516592	0.759	0.204	1.475626771476562e-30
Ckb	1.0041306653944873e-33	-6.082225650688258	0.684	0.223	2.0082613307889746e-30
Magee1	1.4916779255860544e-33	-4.688054587052683	0.835	0.177	2.983355851172109e-30
Mis18bp1	1.8657913285436804e-33	-8.82182662307566	0.143	0.176	3.731582657087361e-30
Nanp	4.950361091037343e-33	-10.165041339468896	0.812	0.286	9.900722182074686e-30
Pcdh17	8.700553513464064e-33	-8.408333941685907	0.797	0.102	1.7401107026928128e-29
Pxdn	3.048642129581824e-32	-13.507029041014599	0.669	0.052	6.097284259163648e-29
Sh3yl1	3.5145907686236985e-32	-4.590250752621007	0.782	0.167	7.029181537247397e-29
Atp1b1	1.071660694501396e-31	7.5734346659867615	0.759	0.285	2.143321389002792e-28
Gm22043	1.1063041085010535e-31	-2.900049328629521	0.068	0.224	2.212608217002107e-28
Six1	1.3687060102752092e-31	-7.122993495474932	0.053	0.11	2.7374120205504186e-28
Rasip1	2.3795808262330256e-31	-13.232436242048443	0.759	0.134	4.759161652466051e-28
Tacc3	3.777226728761527e-31	-10.651595914719387	0.173	0.204	7.554453457523054e-28
Hint1	4.714385713265745e-31	7.934953658662762	0.85	0.388	9.42877142653149e-28
Nfib	1.4103159805384008e-30	-4.517346351190952	0.316	0.048	2.820631961076802e-27
Hist3h2ba	1.8448299802196195e-30	-3.760403622145178	0.85	0.279	3.689659960439239e-27
Plxna3	2.1880677359881647e-30	-13.458602202188784	0.767	0.208	4.376135471976329e-27
Spats2l	3.147630610860632e-30	-11.441810960747905	0.068	0.165	6.295261221721264e-27
Id1	5.1581144247568734e-30	-8.119545607064154	0.624	0.179	1.0316228849513746e-26
Osbpl5	5.2135290979843e-30	-12.968207174336792	0.609	0.129	1.0427058195968599e-26
Cdc42ep2	8.312655416249324e-30	-13.612332568259582	0.391	0.095	1.6625310832498648e-26
5830411N06Rik	8.567945850163258e-30	-12.475797219158226	0.045	0.168	1.7135891700326516e-26
Cecr2	1.3562582214483089e-29	-4.856920227894973	0.053	0.186	2.712516442896618e-26
Sema4g	3.1743879059174516e-29	-14.956138722337359	0.602	0.229	6.348775811834903e-26
Cacnb1	7.208349101503257e-29	-12.411362426616455	0.571	0.225	1.4416698203006514e-25
Dnhd1	1.4893419134936154e-28	-3.772058039136766	0.053	0.196	2.978683826987231e-25
Gm15013	3.7653180925295995e-28	-12.885629407452731	0.662	0.201	7.530636185059199e-25
Angptl7	3.8592371269882844e-28	-4.248480962569799	0.075	0.177	7.718474253976569e-25
Efnb2	5.525323833883508e-28	-13.638626283572579	0.617	0.107	1.1050647667767016e-24
Rab11fip3	9.24571106266471e-28	-4.699964323948127	0.617	0.212	1.849142212532942e-24
Cd163l1	1.4081087803919703e-27	-12.728675962578532	0.015	0.125	2.8162175607839408e-24
Spc25	1.53596345948525e-27	-12.751971947260639	0.173	0.183	3.0719269189705002e-24
Vim	1.885396574793428e-27	-2.1193621678529464	0.436	0.212	3.770793149586856e-24
Lst1	2.7875101189330613e-27	-13.401350149362424	0.481	0.162	5.5750202378661224e-24
Tuba1b	4.386331206165169e-27	-6.375127915497546	0.789	0.306	8.772662412330337e-24
Ifitm10	1.7442511587907588e-26	-13.748503370195476	0.617	0.178	3.4885023175815177e-23
Bcl6	2.258675259186772e-26	-7.59874780199827	0.113	0.228	4.5173505183735444e-23
Kcnn3	5.688000230651722e-26	-11.888541553286709	0.308	0.038	1.1376000461303442e-22
Gpr21	8.670106070086903e-26	-13.591022525199955	0.368	0.112	1.7340212140173805e-22
Camk2b	1.0677766717081705e-25	-6.306383387102768	0.752	0.11	2.135553343416341e-22
Jag2	1.4683610027231547e-25	-4.2501358631815265	0.586	0.118	2.9367220054463096e-22
F830016B08Rik	1.7653221465448992e-25	-12.14124082417026	0.135	0.265	3.5306442930897983e-22
Cd55	2.1531613818491794e-25	-3.0578882698251775	0.241	0.069	4.306322763698358e-22
Mboat2	2.1954545824971835e-25	-6.339768208854098	0.158	0.18	4.390909164994367e-22
Adam4	2.847549384477582e-25	-4.941675734734824	0.06	0.222	5.695098768955164e-22
Sipa1l2	3.6189043841828844e-25	-3.300675071748774	0.624	0.117	7.237808768365769e-22
Gm23547	4.625325711216463e-25	-13.486938704833808	0.707	0.238	9.250651422432926e-22
Hsp90aa1	6.895466230040823e-25	1.4499041862611897	0.797	0.405	1.3790932460081646e-21
Kctd12	7.340026684691261e-25	-4.126030594719175	0.496	0.126	1.4680053369382523e-21
Bex1	8.669565625329257e-25	3.302351022833225	0.647	0.242	1.7339131250658515e-21
S100a11	1.0505147851804763e-24	2.1183880223193725	0.346	0.171	2.1010295703609527e-21
Shisa2	2.8762089401301343e-24	-14.220028552013408	0.165	0.08	5.7524178802602686e-21
Dpep2	3.4399285324466035e-24	-13.91639689073794	0.06	0.191	6.879857064893207e-21
Mical2	4.3548267532420466e-24	-6.227473509251915	0.496	0.149	8.709653506484093e-21
Pnmal2	5.563808228574369e-24	-11.853107451177989	0.474	0.173	1.1127616457148737e-20
Slc27a3	5.8201555836248905e-24	-3.6403517802463217	0.647	0.157	1.1640311167249782e-20
Mif	6.794606050866562e-24	-2.343074039346879	0.789	0.366	1.3589212101733123e-20
Klf7	7.297823063662022e-24	3.4897994543870956	0.692	0.285	1.4595646127324044e-20
Crip1	9.533845757497617e-24	-1.1646742989687304	0.647	0.313	1.9067691514995233e-20
Gfod2	9.61656089504393e-24	-14.94456827241342	0.496	0.197	1.923312179008786e-20
Acacb	9.7535596276734225e-24	-5.1097824117175445	0.068	0.151	1.9507119255346845e-20
